ViralLoad1,ViralLoad2,T,CD4
1.6885849989802606,0.5770284650311186,1,1.8957941886053007
0.4857938973992002,1.6722514975328753,1,3.4141861203095996
-0.008750202386964952,3.7656395424679663,1,0.17497447089283735
-2.371805786817616,-0.4935114097615838,1,0.22408962414044123
0.48592970576970845,3.140671020841932,1,-4.967417785714041
-3.6993151300479292,-3.7422858407654416,0,4.034502071936313
0.5072259622878214,-0.18163272686844817,0,1.923328324596005
0.9336558376063807,-0.8101780809904136,1,-1.2710669579837797
-0.2575059205612096,1.0405008343338515,0,3.9843054416908252
-3.5651892811158663,-3.97042843600675,0,-1.0325538509803005
-0.763089574271623,-0.6093694100299619,1,3.0262016480968867
-2.2278922397976224,-1.792729221942948,1,5.8614916983000125
1.8699148302720636,4.777493364113651,1,-1.3754884367393305
2.7532036154717776,-0.1690327743361335,0,7.955052643815254
3.513529665982839,1.3470454006683563,1,5.918016769696179
3.6565594977027573,2.5965476599217614,0,5.568940123837416
-0.18959380131770506,-3.063095326618847,0,3.5400153430140904
1.6934194457654956,3.5106173427778464,0,0.9726876899591157
0.9981010107353768,0.4756460754996735,0,1.653308904586476
2.2722936900587047,3.816215840855347,1,3.2624922234871807
-2.880412898589207,-1.4326095842921909,1,2.6584536230718356
0.7640755951487526,5.661736612933616,0,-2.2692767744507742
-0.1245971772363347,-2.877702390505996,0,1.3550667804278602
1.1812646228843893,1.3774474477547458,1,5.942816941295802
0.2350757687610873,-2.3983575737318024,0,2.8539464684876616
1.3873951180442008,1.9156878449423165,1,-0.9210750873114906
2.7991457658161587,-2.0722469846777414,0,5.942519781891142
-0.3558504915143074,-2.0115132156618047,1,3.6251786113875646
-2.141382467890905,-4.322574525557943,1,-0.0680981195796071
2.3209329387298783,4.041988771298036,1,1.8686741974987209
-0.21592099290709915,-1.9299523868629007,0,2.4108240822612768
-0.6506472676502884,-0.6458717334673691,1,2.6445555953526334
1.316186898841779,4.119192926046292,0,2.4175312488182317
2.0078725312303285,3.0100932373657003,1,4.665014679853844
-0.4724677910834131,-0.2557626563399804,1,4.4269251179371665
-1.1305217024403695,-3.556738621857316,0,2.3977756841457567
1.2999618137106597,-0.006424846091153791,0,-1.294217099606361
-2.3279254779887886,-2.5183092774835796,0,1.6717142291287819
0.7730056280375607,2.3519619029893835,0,0.17717627255884127
-1.9753731158198116,-3.174180699942169,0,1.8555584509298693
1.7912247019556602,4.795085067210676,1,2.586692418860147
-2.4119455499996256,0.15081852215389757,0,2.9071036187684554
4.72846326600833,7.940123822156142,1,0.7035144564345732
4.164931699612018,5.651547417023135,1,1.4099847324412687
1.8137246129795574,0.12006187994197237,1,1.801367253240881
-0.4920681316035964,-0.29158118584054815,0,3.3320629030262765
0.07230521761522717,-0.3910967355985635,0,6.195573186162969
-3.7790659877038477,-4.0033883689583,0,0.0796487480232404
-1.594490185833373,-2.018258733066402,0,3.4111658617327016
1.4174616867075345,3.973712076678842,1,4.1706806433217505
0.8225054104076279,2.1050859309043295,1,0.6754104938495386
0.6162121377125394,1.535481241427705,0,0.29377805946767893
0.2866832593447004,-0.4126280028009208,1,4.06351975759564
1.5158640715909533,1.0141857719744485,1,3.1224967895897913
-0.6698435884988422,2.218345593023583,0,-1.2050854532535586
-0.08636733871646335,2.58682726810585,1,-1.2374424944994387
4.205649105013832,4.714797053923395,0,4.008158757586973
2.035886140478983,1.8313486868609063,0,1.5882262933965239
2.012225262550811,0.6310664471285756,1,1.2397378173551963
3.2343009269000556,1.1858638794721728,0,6.554405328200243
-0.4043340256566793,2.6795372470445424,1,1.7451090136053005
-1.3898859181748078,1.0433627308572924,1,0.7626113552030567
1.0446356131135053,2.5380782426565998,1,1.3123374904016956
0.46626934178924895,2.286315615592434,1,1.6716339980618125
2.589269555835265,-0.41811967493661495,0,3.5831698079178143
3.752568684118508,2.8689602578868176,0,-0.11507917856857075
-2.5066302004372765,-2.6449660190763753,0,1.060156321050794
-1.5727239600907403,0.31626437696069676,1,-0.519671178442131
-4.094416251901792,-1.3476230959714495,0,3.912845871649687
0.6402991600972456,-1.5119310194230324,1,1.655709149172845
0.6210387121517686,-4.940678891723014,0,7.274552078631526
-0.8260360998856408,-4.894613779373925,0,4.063741976675393
1.5066273659596607,0.8773401661706672,1,4.116838823850712
-2.2353168462536877,-2.35830538637829,1,1.382320506211372
-1.870643826393037,-1.9983843978793234,1,0.34266554538388383
1.7456872511467287,-0.20231240380276083,0,6.441720204286989
-1.949193104779283,-2.481528796235768,1,0.3287134015450168
2.7205963298158666,0.6073372223056954,1,2.879526108187294
0.33130977409317103,5.849269507538523,1,-1.813301521423842
-0.952695740376589,-0.5153215973696877,0,-1.4334058460043242
1.7098933683183235,2.2804532977717953,1,1.1671962851944395
0.7504732699329265,1.2708937514420675,1,-0.41351128577829555
-0.5077829428654903,-1.1381663271092148,1,3.327421229711721
2.6374447766658005,6.070314839296717,1,-3.9703304432609277
-0.031544889310490785,0.8751950035404423,1,-1.3866708112100623
-2.037873618240668,-5.34822261697224,0,2.8624496551018828
-0.25993702290605036,1.0871198388756576,1,3.524876431679541
1.182201509363377,4.334100982992186,1,-3.6569921252955
-0.7039046206827368,1.7566634157223775,0,0.9808469805592684
0.19962935295964448,0.690274811738154,1,1.2170341795049204
0.36740809269253066,1.6586732151211616,1,-0.6005131548523688
1.340285294550944,2.0920707152392373,1,-1.7798198253647954
1.1373171572171672,-1.3237007415409379,0,6.212857647641606
0.5872226996473556,2.5654004978702214,1,1.3785053204189954
-1.751440047804768,1.7128645152913533,0,2.5121490594138156
-0.7308855768924488,-0.5356438789620293,1,0.4191466011447842
3.720022539822878,6.304392490400454,1,0.5963953733074822
2.075366349875417,1.2206011623890285,1,2.979370331570473
0.21180311407491495,-1.65999672684455,1,5.167528770681866
2.4638774207200913,0.9091194659936321,1,2.6997223462901543
0.12918873651853707,3.399159814840692,1,-2.7962739669669685
-0.8278127328485778,0.9331195411863691,1,-3.044750633341369
0.8012702659045963,-0.6251552185310392,1,2.0489519502296805
-1.2804922366050555,1.4912040243715634,1,2.985179369714049
0.38950765733640685,-1.419287994899572,0,0.9460289266078328
-4.001588251145357,-1.4569982423201893,1,-1.0965571552094082
-1.545017830114567,-1.6206234911240605,1,-0.49057816322168746
4.9210014651232665,7.410379431679047,1,4.279744524292975
-1.0498062702722428,-1.7973723608275527,1,2.940501837947535
-2.8905256567430113,-2.066178514542539,0,2.2292976558393094
2.836093916323734,1.7105019145032603,1,1.9457234545120925
0.8252038564174479,-0.13275304222992262,0,3.7309148060123345
-1.1295412686722268,-1.9679316867410823,0,1.315038241539392
1.5211686099363608,3.6158170214588456,1,3.242962042086269
0.8887914090558435,4.375078064051402,1,0.4165236346726606
-2.8861687986150675,-5.543951177051621,0,6.048669278058121
1.7043419266023678,-0.8011000574387577,1,4.709041618674407
-0.7810458040338192,3.863263414244828,1,-2.709826003491049
-0.19842445510289372,-3.719368996100241,0,2.6552344506872028
-1.8041096884719492,-2.3056584833066607,0,2.9624155915477113
2.4790525781711397,3.5853289397044907,1,1.0782287373097823
0.27899818714254554,1.963494715640493,1,-2.69298507734773
2.0913041890870074,1.0597199349122794,1,2.3225328731194295
1.1970494709185218,4.941603224891734,1,1.5329152640412473
-0.9430315992509566,0.5100423719273679,0,2.469559260059994
2.6228314425369894,3.4432155343810047,1,-0.5758192854920217
0.3661510321632001,0.3827032911982729,1,-1.231268046368724
0.07244828583216385,0.9922838320253564,1,3.649840195354568
-1.7761677304256067,-2.3597928411283613,0,6.005964849303725
1.7836073261679217,2.8407310680554367,0,-0.33232217417161036
0.8246330000066681,-0.1376860430870243,0,-0.5712733425987095
0.7738115028871324,-1.3990178094817496,1,5.393616212568075
2.4198787687545638,1.4146486516780878,1,6.0437001578874625
-3.118295757359475,-3.359986314090584,0,2.2878153188582995
-2.19815755731722,-2.6118745899312676,0,2.021733625534519
0.7123148971382319,0.8628150996080319,1,2.5935641027865692
3.5486215139998314,4.641763535250248,1,5.183815187442327
-0.4666141485123499,-0.17707120971281495,1,0.5635680246557001
-3.27907011394626,-2.8260183680490156,0,-0.2508906314191812
-0.5494852594661961,1.5621408922666378,1,1.6399092837017326
-0.7636469679297183,4.538098005269267,1,-1.9947185387211517
-0.6258863852301866,-2.642401435612784,0,8.202556003299566
-0.86103396578958,-0.12103103487776279,1,2.1989587566841777
0.9723688403293207,-0.2563834805344125,0,6.391101564121623
0.5368378503562719,-0.36449004565226995,1,5.713440728292948
0.5900112038798007,0.3558269406504655,1,6.635374146531626
3.7305788483072684,3.4533431996570734,1,3.71864081269458
-0.15616097318401484,3.3681040556940847,0,0.8138292983456727
0.9881784689315044,-1.7415838258771665,1,3.101045313499079
1.0579697891537425,3.6039751201883723,1,-0.1329989197550788
2.5585290620276924,5.712919990085721,1,-4.7797738164515415
0.4035002712565447,-4.19121709442853,1,2.8169821141236007
4.191258665828497,5.82688851116852,1,3.423118561706731
1.5896327512115322,2.1196458916625187,0,1.7786643175524477
-1.8440675699915565,-0.1337448776468948,0,1.6683976294205929
-1.3343689699811059,-0.22039748640686452,1,-1.2473344965752666
2.8580588058378464,2.765594847861206,0,4.216259268133776
2.3069707014306586,1.673445007032099,1,3.0792958616151225
-3.160175310461307,-2.2778311321722136,0,1.258792467605753
-0.144200051564268,1.4561139196024033,1,-1.5078111002350734
2.339668469656092,-0.7614817739965045,0,4.927568188422568
2.535543696851894,2.764354392138932,1,2.3746991855562247
-1.4940981631644312,1.0128372988451997,1,-2.674489633869153
-1.4091442242189895,-1.8371526810187135,0,2.4375706677758773
2.474742838475991,2.489676522754904,1,4.969311182226857
0.31477722594360147,-0.20590338468386693,1,9.08881647047625
1.6385110724307532,-0.3144863955079866,0,6.952280698621928
0.2535408123271777,-1.9809634014019264,0,4.25605923000426
-2.3516207770564326,-2.9465653396969795,0,3.5553805174346387
-1.820400328437184,-1.9694147906261226,0,1.7181559885146664
-1.5512867984759924,-1.9773834824472813,0,0.7954659776848446
-3.882668449481037,-2.555505348196305,0,2.2860154797286185
-3.716574844364715,-6.56807882227497,0,1.0973316553096861
-3.7433923109051124,-4.223309511501964,0,4.624326893976866
-1.1305856642659917,-2.0528097014346485,0,-2.5572870819519786
0.0671119464925286,-1.637354759819706,0,-0.7355927301255978
-3.2119201038516354,-6.7285913699261375,0,2.875444582991768
0.36980877094577846,-2.1257149253908416,1,8.439778236087875
-2.3737560863396214,-1.436402728249237,0,4.117727121348656
0.5354585026085457,-2.75677421479797,0,1.6437185187846688
-0.8034497284198642,-1.1956383843268106,0,3.6051993562001137
-4.138632238087593,-3.046272120619939,0,-0.5096081864090325
-2.864815375629673,-3.134208743594654,0,1.211571231013804
4.633830619358649,3.0303432663063723,1,3.2342871258969113
0.34226714751303416,-2.6861985613089407,1,5.337129046658994
0.5067771474493351,0.9592509147287176,1,2.1362585772204716
-0.507394489581962,-2.5186573928413925,0,4.462152439486979
1.5438292080037321,-1.0612642333700322,0,6.294674217684699
2.89262554110371,7.458398209923329,1,-0.139720399264888
0.3969246925469335,-0.14888402970514023,0,3.2010779744487765
-1.5768478493933349,-3.3349205444194445,0,1.1984426139699238
2.846180771874053,1.1316735774490958,1,5.85095343879464
2.5985215612880923,-0.31027835677198246,1,9.645563540594408
0.5360576134127764,-1.8236655512880235,1,4.269884523767529
1.8195877864838168,4.207198239081279,1,1.1336562364731029
1.014026657732851,2.924782025295599,1,-2.411670103690442
-1.6735201956602321,-1.509597832048048,0,0.2552005645747659
6.768137277077597,7.03193460892496,1,3.1679685742446524
1.3281477400394286,3.3014579359142813,1,-0.44304273881012923
-1.813936547671017,-3.33058973300479,0,5.119304948766623
-2.3434408699370413,-2.683794620084171,0,3.5458555670364564
-0.6471268322462335,-2.627267824091501,1,1.8265791202152544
-1.1923512973050245,2.6775041653188554,0,-3.5772741965982804
-3.5121413214826886,-1.9490849846981673,1,1.3224207022022758
-2.159269376376203,1.7786157271419443,1,-1.5666991086485913
-0.14398315644076762,-2.3590668671508013,1,-0.1597151999103561
-3.691017337107304,-4.296936490549101,1,5.96454437209492
-1.5996004301728033,-3.7563658118305248,1,5.058686997481085
-0.3992611924138971,-0.9598878296428657,0,5.9312612653749515
-1.7225421777844976,-0.4278149140591774,0,-0.7507075780593917
-1.912335474852428,1.3687773819702849,1,-3.5230381526109786
-4.109950568010164,-7.308882344864933,0,3.013320845236096
-3.148679798516416,-3.3504160833293577,0,4.0643704864591115
-4.5804908328689224,-1.4404330946713233,0,-1.1557858969720745
0.028027040433639707,-0.9936192472830133,1,1.5297589071776185
-1.9405416346104805,-3.010587645800441,0,3.9269451490869542
1.6848370787070461,0.36573196409944364,1,0.5569766846348911
3.6691304230793973,1.9775579024873011,0,4.222704525343593
-1.6755092497354462,-5.7974127191507385,0,7.55961909949173
0.5280200814384629,1.318164112704129,0,2.992962078038159
-0.8629658309176353,-2.4018632691207475,1,8.684982908719677
-1.0690920664199548,-0.9144646908026514,0,1.34595303986394
-2.1137058647623306,-2.170558988408218,0,1.4825391741706166
0.3103880649215088,1.5841153124970961,0,0.4440220146615137
0.33953709017071254,-0.8413002532384556,1,0.5608138326902614
-1.5490199386876033,-2.2245491544503713,1,-0.04753638595797183
1.109572290249509,-1.738249201810443,1,5.68486831316994
-0.0045267505764472905,-5.08647290750532,1,6.623310901954805
2.027007094556744,4.31589844464156,1,0.31134123954782333
-1.4851615053880731,2.1589333098121797,1,2.018819147873524
-0.21722545959796602,1.3094611188699061,1,2.551833715086479
3.225388465353832,3.5567046670713376,1,5.729581841435031
5.610324465634909,4.3907709559343235,1,3.302526047539189
0.7361289074817222,-0.5139088629765187,1,4.142360793319947
2.552183089592687,3.7302944154649196,1,0.5875883666439948
-1.7864402051968271,-3.451164413928683,0,6.134380867218842
-0.5799076421770939,0.08274722686109537,0,-0.4775295552557015
-1.4297773154293778,-2.5914891182442252,0,2.0086048871340756
-1.0671810478402368,0.6928374773680428,1,4.668736237981394
-0.645993894555542,1.86058267746083,1,-1.8639424853236095
1.288897903955454,3.0993009710189057,1,3.8051518467435157
2.761865844545434,5.93936985986044,0,-0.3738497149737361
-0.7230821798092109,-0.39181055749833704,0,1.5612573647327777
0.716993619755733,-0.5113426872242668,0,2.03827354711445
-0.4269626543146384,1.7111111123001685,1,-0.2882000951125546
-4.7364278229759345,-3.4473617583243494,0,-1.0191968679190817
0.34977510918043087,1.860510682319395,1,4.08057047800002
-0.9709487375778035,0.07296957869049647,1,-0.202373628566616
-2.187773846566912,-6.004284587050126,1,5.282560451480915
1.1722559353074646,-2.7032628097325992,1,5.775353211497773
0.5246816034127907,0.6095816000406356,1,3.3833190957585497
-0.1361647606592718,1.9621649568538544,1,1.3126047053726968
1.16404414826517,-1.292462809250154,1,5.185948862494731
1.327242677768618,-0.38675408000941824,0,5.635539793684988
0.7498104803839825,0.8846410249064365,1,2.8839313776228828
-1.0952244390421697,-1.964742016209443,0,2.60721388204097
-1.6007659269551466,-0.6839213104951469,0,-1.0774270139197522
-0.4448348152855919,1.4730534666830246,1,-0.6134590248741874
3.021581919940422,1.517032370029356,1,4.709263287582721
-0.19008285370740677,-1.8177635951104625,1,2.9197960341333182
3.035611544140491,6.3806241687740375,1,-0.6555247531083209
-0.22602144768041801,1.8811132079457695,1,0.9071202243966341
-2.173197127147946,-0.14033944812166954,0,2.142842403956524
1.0401009528324503,-0.47866745421822166,1,5.137507767614252
-2.333517838306965,-6.7438991609957135,0,5.743554423942157
-2.7939393972164064,-3.6912359820318534,1,1.4030558825350816
3.061780754796222,3.6914801427617476,0,-0.33293081813383973
1.2683884543680894,1.8561276299688272,1,3.0419723091116935
0.13845629683586214,-2.5319235030037466,0,5.47016114135255
-1.1554285687355477,-2.980055538467739,0,1.1145246894220242
1.7182449064772622,6.120547456477732,1,-3.528539711120658
3.0912411843289758,2.116312252728251,1,5.13748531177719
0.1584638105435948,-1.0263497960702737,0,3.321026669773919
-1.1421171399024033,-0.8289221120147587,0,1.2186781237280144
1.6457960723897402,3.816358647884698,1,2.390292747830629
-1.0630727617211788,1.5462784755615162,0,3.073432508678577
-1.9921239128091108,-4.075963265966607,1,1.6866972145744945
0.5694978423701164,1.7869769505890698,1,3.665807920149589
1.3205862937738566,-0.7629991594632108,0,7.140825476205195
0.8376041632642147,1.0988674301272503,1,-1.7387655851920318
0.6386782332700383,-0.30103585582013737,1,1.7365582803199235
-1.0844582756200827,-1.6693355901827345,0,2.767123375255416
-0.051598755141609026,3.077715919766276,1,-1.6053382309130804
1.906504561238378,-0.7628855166052553,1,3.5138521275826724
-0.5743589897395829,-4.878044467240336,0,6.267560904265564
-0.6441069587510351,-3.5521262648910197,0,4.440952407393857
0.19304279148142206,-0.7002866373454137,0,4.478067770465368
3.0843279814359574,1.3166927774145312,1,4.564395565019323
-5.26629214424381,-6.022159808757748,1,0.9827661802765341
-0.42070041897625915,-0.6751858179536226,0,4.5095267523130484
0.525904226709568,-3.22327203674239,1,4.3910672026216595
5.2325916825101375,7.815435447748369,1,0.396981417039156
2.4766012718128927,1.928994086013897,1,3.567392533414133
-1.129513828043704,-0.04467992181241498,0,2.2047382167754996
1.681821009267645,-0.021203618384745493,1,5.877978737693451
-1.2523417268498236,-1.11520674368368,1,5.089342788174237
-2.413293154527549,-2.226553182588022,0,-0.3595780895489443
2.68871319559657,2.447793214320307,1,3.3250668689290324
0.3076057208956304,3.0583085791973548,1,-0.8171146735395369
-4.9135136986766685,-3.1912396767855205,0,-3.550477097748587
-1.0242553500525555,0.577848252098045,1,0.16640959625001295
-3.6713216093624106,-2.7664385517084584,0,0.9674788950919133
-1.1005649361890777,1.606858845386955,0,2.634746349652862
-1.2132846699323319,0.75436343529208,1,-2.35050656047235
2.7328797210469182,2.786113112109817,1,3.8791202911570313
-3.6559906721390725,-3.606441257965554,0,4.7724246604509455
5.361817954508248,7.581095104765756,1,3.401994129088421
-0.36736720884951635,-2.7097519561244576,0,2.8131190689075005
1.3707755759990956,1.6840290899904233,0,2.1374856580107124
1.4550693212118353,3.131005080318742,0,5.389333591293448
-2.2854334409676604,-0.17177520749825415,1,-0.23684416307525413
-0.29349095235208694,2.079487961346584,0,-3.135152973513982
-0.5786580671179705,1.367055235878838,1,1.306110162558874
0.6324903901191727,-0.3732926410360142,1,6.784887262162197
-3.593031310128209,-3.545200914850701,1,-0.26890481538614147
-1.861048919293134,0.11612523263054975,1,-3.858913223549937
1.234253705690373,3.8225408259715294,1,-3.4748008790452136
-0.5892642931166158,-0.9186376197500344,1,4.798758083154694
-0.4098021853000189,-2.894407668035868,1,4.633615757117357
-2.370517236872905,0.07182844662887922,1,-2.147254958163149
1.6330952978845643,3.0555434100734677,1,1.6605043212662798
-0.6990536488377892,-0.395061120468325,1,3.0890211929096507
-3.5932764346111083,-1.5035678454688532,1,-0.8944221009477695
0.12387038247720285,-4.374128535199408,0,4.618435529784034
3.3244370473704667,3.941551298398097,1,3.6296838200253854
-0.609648606091396,2.117569612269314,1,2.798982772966946
1.2398691036855742,2.6947837574240068,1,0.29773820565108444
0.6289113657643873,-0.5010708064337368,0,5.254967930750415
-0.5890142685505625,-4.180072953719005,1,5.858566470324785
-0.2682655329085641,1.1357921162589708,1,-2.566387415814457
2.6695728085455066,1.7448637971409955,1,2.15988477222574
-0.43165521699332116,-0.9524736342878105,0,1.285372347625317
-1.6083943571767412,-3.710304312263139,0,1.2254234972634617
-2.142100800619127,-2.074420889047292,0,1.5013449111009476
2.349158336258579,-0.9427030846598736,1,8.819786036498677
-1.8398387741581432,0.46931538543927664,1,-3.466558894085207
0.853110616542804,3.2810912247151913,1,-0.044824691542783124
-0.28832437665045607,1.6666224466033386,1,1.2922963580797824
2.9958238747432673,1.6136360269614225,1,2.7278343508281915
-1.6380990830219586,-9.199759395693835,0,8.215710145785428
4.502700575883816,4.940365526465516,1,5.952299665127014
2.0330944610402635,-0.47970302886908156,1,-0.6023449696044278
-1.6602185545602983,-2.9877215212219124,1,1.950890549024964
0.4089657956955373,2.067512681364134,1,0.905294084323468
0.1667686225141595,1.060047974320017,0,1.8210856936255815
-3.234348427276194,-4.0978129676425645,1,2.1415800881281695
-2.6199821267977477,-2.559251970213558,0,-0.31259454530348707
-1.2796818930584577,-1.3954280155654317,0,5.54908467653938
0.7325118732471232,3.023616562812269,1,-1.0134027499858824
-0.9346706916651142,-0.6839640622014246,1,2.093680732648115
-1.1666553656295429,-0.7032136861285787,1,0.7505267766320443
-1.6531325232383514,-1.2633521473465659,0,2.7952123531486484
1.4890506377798358,5.178899893370845,1,-0.0060253071889870835
-0.6090482143967012,2.433462626653828,1,-2.749380259474898
1.3676609287793056,0.4093844369355264,1,0.9746740225427128
-1.873222204155158,-4.499497962684269,0,4.11472059490306
-0.5654003705931735,-1.9526679883649511,1,0.8197087941014263
0.9121134817876607,2.411778874945413,1,-3.1819152517828324
2.8876556603124386,1.489818381518993,1,0.5806628678285404
0.08836326728926613,0.30500005442333394,1,2.358900463595973
2.1365255884134564,3.7994048503600504,1,3.917654880921252
-0.7526593508126327,2.484074316459583,1,-2.2346936186841075
-0.7237216916215966,-0.23055114381311814,1,1.2538551496827963
2.0280289433009755,2.691118468502335,1,4.121609122692357
-0.9584602256087544,-3.1680565104615512,0,0.3718838580447188
-1.327635371734285,-2.66054846894342,0,4.869421058624479
0.005841628072981415,-0.8799803016940422,0,-0.584420832810228
-2.129808122736546,-1.9859062638187819,1,1.4816670712079247
0.4548346091086779,2.3767518065056343,1,0.9079864184520595
0.03469389592388911,-4.025268925310552,0,6.209970760426156
-1.1853092198995638,-1.0976830453718456,1,1.1461031885282638
0.44870196610358887,1.575001760250769,1,4.540947788365472
-0.7308967389180392,-0.8491880153920072,0,1.8064742255074089
-1.5839413454223774,-0.16741011860971855,0,0.6038342082870777
1.2944316021516686,0.09437618792057978,1,3.3785215888056914
-2.7932989753695217,-0.6426660810801952,0,2.4476914970300063
4.774377035905319,3.2274848620974383,1,3.546868386812415
1.024319995681958,3.293979395540868,1,2.0477152146516637
-1.675756269721084,0.10322517075290416,1,0.18215924723757682
2.243664549770477,0.466777781808156,1,0.8085180820488493
0.8773195432271355,0.9905916730125199,1,2.650103281854609
0.5252561689847438,-1.7586836274506386,1,5.812482657734467
1.4088736104453485,1.4930499242977904,1,-0.25696966398814247
-0.9102410263465752,-4.616654417410476,0,5.865742976018311
-1.0352705629504129,1.7453369099706169,0,-1.8268391429172444
-2.11049843340422,-5.133004209948922,0,4.6396783524413845
-2.3549536751412448,-3.902765483004333,0,2.917786114564077
-1.4999776989679503,2.003081992906841,1,-1.2869265235111866
-0.6528626960270486,1.0765367960024232,1,2.433921744889813
2.3765744129420936,-0.2105837767610641,1,1.8037353875067923
-0.04944809244052733,-0.997565044750672,1,1.4162877909550713
7.816543734890251,11.87579919745398,1,-0.46014819259718
-3.3551754574494277,-2.834454228125576,0,4.912541570062507
0.3208762933868182,-0.3218175991008193,1,3.42956417336166
2.614118611626439,3.458488123021156,1,0.7163269040085514
-2.0012350579194433,-1.3666803453217773,0,2.855611016740713
0.2913926967912137,-1.4782184832887522,0,1.4579480226990238
-2.9992615907583215,-6.1707590677593505,0,3.886154448900892
-4.564417397717324,-7.240292799057698,0,1.5582581106963418
-1.1656438274590695,0.7322398007535611,0,1.810809692238176
3.7569640279818586,2.201120134382225,1,6.8333001902913715
0.28000585254637755,-3.6391942936850157,1,5.179591644164524
0.33049499932581966,-2.455326217548475,0,3.657940022151
1.2111231982117334,3.1618069538922247,0,0.37484732458229264
1.2586916412565523,0.48153750859223954,1,3.1566656006017135
-2.0178789199115763,-0.9670187171709208,0,2.7096078119142812
-1.1127200884166666,0.26238963647471913,0,-1.581244555049578
0.29067415974651606,-0.718989426139214,1,4.801636586141529
1.8860644635900115,5.347028179174897,0,0.4524168325238278
-0.9421086396356391,-1.5044259572549272,0,1.1538953838743522
1.8751193575523362,1.6287975675721498,1,0.2573806129115872
-3.2640992163439275,-4.291857781350554,1,1.7450556078802282
-1.1179555556923602,0.0426046077316895,0,-1.765194842077757
1.3053626400638771,1.2141273982618903,1,4.088305079427546
-2.535694924400302,-1.4345656412290229,1,1.2267680846766913
2.070519896366357,4.520646951747606,1,-0.4167510626053649
-0.679396129264548,-0.24946277829937424,1,4.08032659092137
-3.2591325822307264,-2.649749307731628,0,4.326479370654819
-0.11027123541507107,-0.46920275704690706,0,2.550703499876538
1.5639613921994275,5.633603247329604,1,2.6087585522631276
2.392676437765049,4.048299321325823,1,-1.2760347109357861
2.8842134963996426,6.515410950719733,1,0.8695401433103715
1.3490053461199518,1.507719492609672,0,1.2815805445754096
-1.9044862147194284,-1.1500065201932435,1,3.658780252979594
-1.9887035618457956,1.1040019496937017,0,1.7876783679841508
-2.1714871370103874,-2.016908869597452,0,0.3375102300141677
1.6544417226950379,-0.23233612346203625,1,7.411160675690864
2.4212771278135055,3.854668596476453,1,0.7121509396908432
1.2071301913410764,0.2080462608178748,1,0.35694454449565494
-0.8540994423719664,-1.800117620256581,0,-0.32191358643795187
2.6590874467816867,2.649496946094508,1,3.8018947254559423
0.6902798623212504,-0.8131939163562785,1,3.4051675127823144
0.5401223456626841,2.7829295740897404,1,0.5257041805106093
1.1031135710857523,2.7233320126110616,1,1.246544389861445
-2.2876839508529185,-7.920844978925362,0,5.630319373393457
-0.609849357203279,-0.1957742021349449,0,2.2348981524144813
-1.005383078624527,-0.0343627765393657,0,1.7505216806014094
0.281195124460258,3.680640044440808,0,-1.2463645397726948
-1.8430725281610878,-4.243278968959184,0,7.9217607716360545
1.2284042899893146,-0.6554085492722996,1,2.058752493279673
0.7047965427216364,0.6032551193222145,1,1.4072591503446463
0.343883538506906,1.9276666542338594,1,-2.26081552451247
-1.0094653169610033,-3.8845365324893995,0,1.4018184203088944
1.268098239856582,5.871152712158763,1,-3.17929549967809
1.3863809047244762,3.9614145079888874,1,-2.086223322450205
